Id;CodeEcole2;Ecole;CodeProvinceEducationnelle;ProvinceEduc;CodeAnnee;Annee;CodeOption;Option;PartTot;PartH;PartF;ReussTot;ReussH;ReussF
85;42103036;INSAINTITUTITUT NGELE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;12;10;2;9;7;2
86;43103016;INSAINTITUT. ARCH. MWANZA NTAMBO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;10;7;3;6;3;3
87;43103027;COMPLEXE SCOLLEGEAIRE EL SCHADAI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;12;8;4;8;4;4
88;43103037;CFMA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;40;20;20;20;0;20
89;43103042;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;54;29;25;29;4;25
90;43103057;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;16;7;9
91;44103012;INSAINTITUTITUT BOYOKANI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;10;7;3;7;4;3
92;45103016;INSAINTITUTITUT MAYI YA MPONOTRE DAMEU;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;13;11;2;7;7;0
93;47103013;INSITUT MAWOLE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;8;7;1;7;6;1
94;48103012;LYCEE SR IFUNGA IDA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0
95;48103026;INSAINTITUTITUT ISANGOLA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;10;8;2;8;6;2
96;49103016;INSAINTITUTITUT ENOTRE DAMEUNOTRE DAMEU;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;4;4;0;4;4;0
97;49103022;INSAINTITUTITUT MANKINOTRE DAMEU;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;17;13;4;13;9;4
98;41040016;INSAINTITUTITUT MONYELE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;6;5;1;5;4;1
99;41041016;INSAINTITUTITUT IKATA IKOLI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;2;2;0;2;2;0
100;41041026;INSAINTITUTITUT MOMPONGO MOIMANA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;3;3;0;3;3;0
101;41041036;INSAINTITUTITUT MPAHA LOKUMU;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;4;3;1;3;2;1
102;41041046;INSAINTITUTITUT MPEMBE BWANGO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;6;4;2;4;2;2
103;41001014;INSAINTITUTITUT DE LA PAIX;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;115;81;34;72;42;30
104;41001024;INSAINTITUTITUT BOYENOTRE DAMEA AYELA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;17;11;6;9;4;5
105;41001036;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;6;4;2;0;0;0
106;41001046;COLLEGEEGE EKUKU;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;3;3;0;0;0;0
107;41001056;INSAINTITUTITUT MALELEMBE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;38;26;12;14;7;7
108;41002011;INSAINTITUTITUT BOMBONGO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;5;5;0;3;3;0
109;41002023;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
110;41002036;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;54;39;15;32;19;13
111;41002042;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
112;41002056;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;32;20;12;15;6;9
113;41002066;INSAINTITUTITUT REVERENOTRE DAME NKOLE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;17;12;5;9;5;4
114;41002077;COLLEGEEGE MPUTU;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;16;11;5;11;6;5
115;41002081;INSAINTITUTITUT NTAMBELA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;3;2;1;2;1;1
116;41002091;INSAINTITUTTUT DE WANGATA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;124;82;42;63;31;32
117;41002101;COMPLEXE SCOLLEGEAIREMBOKA EBONGI NA BATO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;37;26;11;20;12;8
118;41002116;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
119;41002121;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
120;41002136;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;15;11;4;0;0;0
121;41002141;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
122;41002156;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
123;41002161;INSAINTITUTITUT ITUTA NYEKESE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;17;13;4;3;2;1
124;41003013;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
125;41003021;INSAINTITUTITUT BOLONGWA BODJENGE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;7;7;0;0;0;0
126;41003037;INSAINTITUTITUT EFAMBE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;45;33;12;6;5;1
127;41003046;INSAINTITUTITUT ILANGILA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;32;25;7;13;8;5
128;41003056;INSAINTITUTITUT MOKENGELI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;90;54;36;37;14;23
129;41003066;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;142;71;71;51;0;51
130;41003077;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
131;41003086;INSAINTITUTITUT MWENGE MANGANYA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;12;8;4;0;0;0
132;41003091;INSAINTITUTITUT MWENGE MANGANYA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
133;41003104;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;4;2;2;0;0;0
134;41004012;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
135;41004025;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
136;41004031;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
137;41004041;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;5;3;2
138;41004051;INSAINTITUTITUT MAKAMBO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;9;7;2;3;2;1
139;41004061;INSAINTITUTITUT MOTEYI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;118;90;28;66;46;20
140;41005016;INSAINTITUTITUT BONGOMBO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;68;51;17;44;27;17
141;41005026;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
142;41005031;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;7;4;3
143;41005042;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;45;17;28
144;41005056;INSAINTITUTITUT WILLY MISELE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;23;15;8;4;2;2
145;41006011;INSAINTITUTITUT BAKUSU;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;176;124;52;113;66;47
146;41006026;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
147;41006036;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;9;4;5
148;41006044;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;9;6;3;0;0;0
149;41006059;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
150;41006060;AUTODIDACTES;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;93;59;34;21;5;16
151;41007011;INSAINTITUTITUT DU 20 MAI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;40;23;17;17;4;13
152;41007027;INSAINTITUTITUT KUMISA SE NZAMBE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;40;26;14;10;4;6
153;41007031;INSAINTITUTITUT IKENGELEKE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;19;15;4;10;8;2
154;41007044;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;7;5;2;0;0;0
155;41008016;INSAINTITUTITUT BINGATO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;45;36;9;10;8;2
156;41008029;INSAINTITUTITUT BODJIA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;45;34;11;22;14;8
157;41008031;INSAINTITUTITUT BOKALA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;25;18;7;7;4;3
158;41008042;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;15;10;5;9;4;5
159;41008056;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
160;41008066;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
161;41008071;INSAINTITUTITUT MAMA BONEBE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;41;30;11;20;12;8
162;41008086;INSAINTITUTITUT BONGONOTRE DAMEE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;51;36;15;11;6;5
163;41008091;INSAINTITUTITUT BONSOLE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;8;7;1;6;5;1
164;41008101;INSAINTITUTITUT BOYENOTRE DAMEA MAITA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;19;13;6;10;7;3
165;41008112;INSAINTITUTITUT CATHO WENOTRE DAMEJI SECLI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;12;9;3;4;2;2
166;41008126;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;17;14;3;10;9;1
167;41008136;INSAINTITUTITUT LOBIKO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;24;18;6;11;8;3
168;41008142;LYCEE LOLANGO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;18;14;4;10;6;4
169;41008155;INSAINTITUTITUT LIKOFATA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;51;32;19;4;2;2
170;41008166;INSAINTITUTITUT REVERENOTRE DAME ELIMA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;23;15;8;5;1;4
171;41008171;INSAINTITUTITUT ITAP WENOTRE DAMEJI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;48;32;16;13;5;8
172;41008184;INSAINTITUTITUT IBRAHIM II;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
173;41008196;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
174;41009016;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;39;28;11;6;3;3
175;41009027;CFMA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;40;20;20;14;0;14
176;41009031;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;28;20;8;14;8;6
177;41009042;INSAINTITUTITUT IKONGOWASA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;62;42;20;26;13;13
178;41009057;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;3;3;0;0;0;0
179;41009066;INSAINTITUTITUT MBANOTRE DAMEAKA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;25;18;7;5;4;1
180;41009071;INSAINTITUTITUT SYLVAIN;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;14;11;3;7;5;2
181;41010012;INSAINTITUTITUT BAMANYA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;13;10;3;8;5;3
182;41010026;INSAINTITUTITUT BOMBOKO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;10;6;4;0;0;0
183;41010036;INSAINTITUTITUT BOMBOKO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;48;35;13;30;18;12
184;41010049;COMPLEXE SCOLLEGEAIRELA COLLEGEOMBE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;12;7;5;6;1;5
185;41010053;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;36;26;10;24;14;10
186;41010061;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;4;1;3
187;41010076;INSAINTITUTITUT BISENGO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;6;3;3;3;0;3
188;41010081;IICA SYLVAIN;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;15;12;3;9;8;1
189;41010091;INSAINTITUTITUT MANGOBE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;11;8;3;5;3;2
190;41012016;INSAINTITUTITUT BOYAMBI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;24;17;7;10;5;5
191;41012027;EDAP-ISP/MBANOTRE DAMEAKA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;62;43;19;43;24;19
192;41012032;LYCEE ELIKYA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;24;12;12;11;0;11
193;41012041;INSAINTITUT MAINGWA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;73;52;21;34;18;16
194;41012051;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
195;41012066;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
196;41012071;INSAINTITUTITUT DJOMBO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
197;41013016;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0
198;41013026;INSAINTITUTITUT ARCH. MWANZA NTAMBWE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;19;13;6;0;0;0
199;41013031;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;32;25;7;18;15;3
200;41013041;INSAINTITUTITUT ETOBOLA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;8;5;3;5;2;3
201;41013052;INSAINTITUTITUT FRERE ILOO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;15;15;0;13;13;0
202;41013067;COMPLEXE SCOLLEGEAIRELES MAGNANIMES;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;8;6;2;4;3;1
203;41013071;INSAINTITUTITUT MONZAMBI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;71;51;20;31;20;11
204;41013086;ITI PAPA BOBO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;9;6;3;5;2;3
205;41015016;INSAINTITUTITUT BEKOLO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;21;16;5;13;10;3
